,predicted dendrite,real dendrite,ephys predicted creline,real creline,real e-type,ephys e-type predictions,real m-type,real me-type,ephys m-type predictions,ephys me-type predictions,specimen_id,morph me-type predictions,morph m-type predictions,morph e-type predictions,ephys and morph me-type predictions,ephys and morph m-type predictions,ephys and morph e-type predictions
1110,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_2,Exc_1,,,Aspiny_4,ME_Exc_7,470062597,,,,,,
1111,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,Spiny_4,ME_Exc_16,Spiny_1,ME_Exc_7,517752298,,,,,,
1112,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_6,Exc_1,Aspiny_1,ME_Inh_25,Spiny_1,ME_Exc_7,519517188,,,,,,
1113,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,502829071,,,,,,
1114,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_2,Inh_6,Aspiny_16,ME_Inh_4,Spiny_1,ME_Exc_7,488428837,,,,,,
1115,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,584635140,,,,,,
1116,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,506226516,,,,,,
1117,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,520347870,,,,,,
1118,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_6,Exc_1,Aspiny_1,ME_Inh_25,Spiny_1,ME_Exc_7,573702137,,,,,,
1119,aspiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,469704261,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1120,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,469753383,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1121,aspiny,aspiny,Gad2-IRES-Cre,Pvalb-IRES-Cre,Inh_13,Exc_1,Aspiny_9,ME_Inh_12,Aspiny_4,ME_Inh_7,479225274,,,,,,
1122,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,596213704,,,,,,
1123,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_3,Inh_6,Aspiny_14,ME_Inh_3,Spiny_1,ME_Exc_7,479303890,,,,,,
1124,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,469832490,,,,,,
1125,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,565124865,,,,,,
1126,spiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,583671359,,,,,,
1127,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Inh_6,Spiny_1,ME_Exc_7,Spiny_1,ME_Exc_7,325815086,,,,,,
1128,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_10,Exc_1,,,Spiny_15,ME_Exc_7,570014498,,,,,,
1129,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,325479788,,,,,,
1130,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_6,Inh_6,,,Spiny_1,ME_Exc_7,500964358,,,,,,
1131,aspiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,503582237,,,,,,
1132,spiny,spiny,Chrna2-Cre_OE25,Glt25d2-Cre_NF107,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,572609644,,,,,,
1133,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Inh_5,,,Spiny_15,ME_Exc_7,575919223,,,,,,
1134,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,564349611,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1135,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,566506157,,,,,,
1136,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_3,Exc_1,Spiny_17,ME_Exc_6,Spiny_1,ME_Exc_7,507770911,,,,,,
1137,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,558662244,,,,,,
1138,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,501023852,,,,,,
1139,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Inh_12,Inh_6,Aspiny_11,ME_Inh_10,Spiny_1,ME_Exc_7,530335449,,,,,,
1140,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,566719750,,,,,,
1141,aspiny,aspiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Inh_3,Exc_1,Aspiny_13,ME_Inh_2,Spiny_1,ME_Exc_7,571939040,,,,,,
1142,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,517753911,,,,,,
1143,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,508272216,,,,,,
1144,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,479179020,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1145,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,469720505,,,,,,
1146,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,572609108,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1147,spiny,spiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_5,Inh_6,Aspiny_9,ME_Inh_26,Spiny_1,ME_Exc_7,596789749,,,,,,
1148,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_5,Inh_5,,,Spiny_15,ME_Inh_24,560814288,,,,,,
1149,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_7,Inh_6,,,Spiny_1,ME_Exc_7,486264574,,,,,,
1150,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,561533860,,,,,,
1151,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,Spiny_6,ME_Exc_19,Spiny_1,ME_Exc_7,522257166,,,,,,
1152,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_4,Inh_6,,,Spiny_1,ME_Exc_7,577883225,,,,,,
1153,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_7,Inh_6,,,Spiny_1,ME_Exc_7,314831019,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1154,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,570931770,,,,,,
1155,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_4,Inh_6,,,Spiny_1,ME_Exc_7,507121819,,,,,,
1156,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_1,Inh_6,,,Spiny_1,ME_Exc_7,557874460,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1157,aspiny,aspiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,482726749,,,,,,
1158,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,487358945,,,,,,
1159,spiny,spiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Exc_3,Inh_6,Spiny_7,ME_Exc_14,Spiny_1,ME_Exc_7,580149939,,,,,,
1160,spiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,547262673,,,,,,
1161,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,488695444,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1162,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,325158873,,,,,,
1163,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,555263276,,,,,,
1164,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,569609830,,,,,,
1165,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,575782162,,,,,,
1166,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_4,Inh_6,Aspiny_12,ME_Inh_23,Spiny_1,ME_Exc_7,484559000,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1167,spiny,sparsely spiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,570280138,,,,,,
1168,aspiny,aspiny,Esr2-IRES2-Cre,Chrna2-Cre_OE25,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,555241040,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1169,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,,,Spiny_15,ME_Exc_7,582644380,,,,,,
1170,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,510114363,,,,,,
1171,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_4,Exc_1,Aspiny_8,ME_Inh_23,Spiny_1,ME_Exc_7,555019563,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
1172,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,556926517,,,,,,
1173,spiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_3,Inh_6,Spiny_1,ME_Exc_7,Spiny_1,ME_Exc_7,586566174,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1174,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,501280518,,,,,,
1175,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Inh_3,Exc_1,Aspiny_5,ME_Inh_1,Spiny_1,ME_Exc_7,589128331,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
1176,aspiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,488676149,,,,,,
1177,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,515296303,,,,,,
1178,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_3,Exc_1,,,Spiny_15,ME_Exc_7,569074571,,,,,,
1179,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_13,Exc_1,Aspiny_17,ME_Inh_21,Spiny_1,ME_Exc_7,482516631,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1180,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,556914447,,,,,,
1181,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,569809287,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1182,aspiny,aspiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Exc_3,Exc_1,Spiny_7,ME_Exc_14,Spiny_1,ME_Exc_7,580145037,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1183,aspiny,aspiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,488674910,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
1184,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_1,Inh_6,Spiny_17,ME_Exc_4,Spiny_1,ME_Exc_7,504615116,,,,,,
1185,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_4,Inh_6,Spiny_14,ME_Exc_1,Spiny_1,ME_Exc_7,556369531,,,,,,
1186,aspiny,sparsely spiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,575637715,,,,,,
1187,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_9,Inh_6,,,Spiny_1,ME_Exc_7,558660968,,,,,,
1188,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,486896849,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1189,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,564430168,,,,,,
1190,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,566559909,,,,,,
1191,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,Spiny_5,ME_Exc_18,Spiny_1,ME_Exc_7,562062132,,,,,,
1192,aspiny,sparsely spiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,570896453,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1193,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,588189066,,,,,,
1194,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_10,Inh_6,,,Spiny_1,ME_Exc_7,469803003,,,,,,
1195,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,485905411,,,,,,
1196,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,579627022,,,,,,
1197,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_6,Inh_6,,,Spiny_1,ME_Exc_7,518287095,,,,,,
1198,spiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,566976438,,,,,,
1199,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_3,Exc_1,,,Spiny_15,ME_Exc_7,584635215,,,,,,
1200,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_13,Inh_6,Aspiny_8,ME_Inh_12,Spiny_1,ME_Exc_7,320668879,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1201,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_7,Inh_5,,,Spiny_15,ME_Inh_24,561532710,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1202,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_4,Inh_6,Aspiny_3,ME_Inh_22,Spiny_1,ME_Exc_7,484509440,,,,,,
1203,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_4,Exc_1,Spiny_14,ME_Exc_1,Spiny_1,ME_Exc_7,485455285,,,,,,
1204,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,466800233,,,,,,
1205,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,397351623,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1206,aspiny,aspiny,Gad2-IRES-Cre,Pvalb-IRES-Cre,Inh_3,Exc_1,,,Aspiny_4,ME_Inh_7,488711144,,,,,,
1207,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,578483845,,,,,,
1208,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_2,Inh_6,,,Spiny_1,ME_Exc_7,505804754,,,,,,
1209,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,526668864,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1210,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Inh_11,Inh_6,Aspiny_5,ME_Inh_21,Spiny_1,ME_Exc_7,566647353,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1211,spiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Inh_9,Inh_6,,,Spiny_1,ME_Exc_7,587079262,,,,,,
1212,spiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,562539062,,,,,,
1213,aspiny,aspiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,386867406,,,,,,
1214,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_1,Inh_6,Aspiny_4,ME_Inh_19,Spiny_1,ME_Exc_7,478107198,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
1215,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,323452196,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1216,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_6,Exc_1,,,Spiny_15,ME_Exc_7,576336240,,,,,,
1217,aspiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_13,Exc_1,Aspiny_3,ME_Inh_11,Spiny_1,ME_Exc_7,396903166,,,,,,
1218,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_2,Exc_1,Aspiny_17,ME_Inh_3,Spiny_1,ME_Exc_7,490485142,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1219,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_5,Exc_1,Aspiny_2,ME_Inh_24,Spiny_1,ME_Exc_7,569998790,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1220,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,583138230,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1221,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,473543792,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1222,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,485934207,,,,,,
1223,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_1,Inh_6,Aspiny_18,ME_Inh_17,Spiny_1,ME_Exc_7,502647640,,,,,,
1224,spiny,spiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,555354254,,,,,,
1225,spiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_3,Inh_5,,,Spiny_15,ME_Exc_7,623892261,,,,,,
1226,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,488708322,,,,,,
1227,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_7,Exc_1,,,Spiny_1,ME_Exc_7,473564515,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1228,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_1,Exc_1,Spiny_17,ME_Exc_4,Spiny_1,ME_Exc_7,481049269,,,,,,
1229,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,479298821,,,,,,
1230,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,486557574,,,,,,
1231,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_5,Spiny_6,ME_Exc_18,Spiny_15,ME_Inh_24,524676260,,,,,,
1232,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Exc_1,,,Spiny_15,ME_Exc_7,556701250,,,,,,
1233,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_2,Inh_6,Spiny_16,ME_Exc_5,Spiny_1,ME_Exc_7,476550499,,,,,,
1234,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_4,Inh_6,,,Spiny_1,ME_Exc_7,591442287,,,,,,
1235,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,481018305,,,,,,
1236,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,562382445,,,,,,
1237,aspiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2,Inh_7,Inh_6,,,Spiny_1,ME_Exc_7,566655990,,,,,,
1238,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_12,ME_Exc_13,Spiny_1,ME_Exc_7,485245025,,,,,,
1239,spiny,sparsely spiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,561534047,,,,,,
1240,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Inh_6,Spiny_17,ME_Exc_2,Spiny_1,ME_Exc_7,599170940,,,,,,
1241,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_13,Inh_6,Aspiny_7,ME_Inh_16,Spiny_1,ME_Exc_7,588711875,,,,,,
1242,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,489719193,,,,,,
1243,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,322781822,,,,,,
1244,aspiny,aspiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_4,Exc_1,Spiny_12,ME_Exc_1,Spiny_1,ME_Exc_7,480011594,,,,,,
1245,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,557194325,,,,,,
1246,aspiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_3,Exc_1,,,Spiny_15,ME_Exc_7,490267219,,,,,,
1247,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Inh_9,Exc_1,,,Spiny_1,ME_Exc_7,560738452,,,,,,
1248,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,Spiny_3,ME_Exc_17,Spiny_1,ME_Exc_7,564410881,,,,,,
1249,spiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Inh_6,Spiny_15,ME_Exc_11,Spiny_1,ME_Exc_7,328535908,,,,,,
1250,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_13,Inh_6,Aspiny_7,ME_Inh_16,Spiny_1,ME_Exc_7,500857324,,,,,,
1251,aspiny,sparsely spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,555079011,,,,,,
1252,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,557242105,,,,,,
1253,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_11,Exc_1,,,Spiny_1,ME_Exc_7,580857280,,,,,,
1254,spiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,593054045,,,,,,
1255,aspiny,aspiny,Gad2-IRES-Cre,Gad2-IRES-Cre,Exc_3,Exc_1,,,Aspiny_4,ME_Inh_7,323540736,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1256,aspiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_9,Exc_1,,,Aspiny_4,ME_Exc_7,485288679,,,,,,
1257,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,563350008,,,,,,
1258,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,556910601,,,,,,
